"","ExperimentName","Subject","Session","Clock.Information","DataFile.Basename","Display.RefreshRate","ExperimentVersion","Group","RandomSeed","RuntimeCapabilities","RuntimeVersion","RuntimeVersionExpected","SessionDate","SessionStartDateTimeUtc","SessionTime","StudioVersion","Block","AccErrorTotal","MathCorrect","MathDuration","MathErrorTotal","mathtime.Block.","OSPAN","OSPAN.Cycle","OSPAN.Sample","OspanAbsoluteScore","OspanPartialScore","OspanPartialScoreBlock1","OspanPartialScoreBlock2","OspanPartialScoreBlock3","OspanScore","OspanTotal","Procedure.Block.","Running.Block.","SpeedErrorTotal","Trial","answer","BlockList1","BlockList1.Cycle","BlockList1.Sample","BlockList2","BlockList2.Cycle","BlockList2.Sample","BlockList3","BlockList3.Cycle","BlockList3.Sample","CorrectAnswer.Trial.","CorrectAnswerRecord.Trial.","correctResp","LetterPracticeList","LetterPracticeList.Cycle","LetterPracticeList.Sample","math.ACC","math.RT","MathPracticeList","MathPracticeList.Cycle","MathPracticeList.Sample","mathProblems","mathtime.Trial.","numberwrong","PracticeMode","PracticeOSPANlist","PracticeOSPANlist.Cycle","PracticeOSPANlist.Sample","problem","problem.RT","problems","Procedure.Trial.","ReadyForTrial.ACC","ReadyForTrial.RT","Running.Trial.","setlength","setsi","setsize1","setsize2","setsize3","setsz","sizeset","SpanScore.Trial.","SpanTotal.Trial.","SubTrial","CorrectAnswer.SubTrial.","correctAnswerPercentage","correctAnswerPercentage1","correctAnswerPercentage2","CorrectAnswerRecord.SubTrial.","difficulty","letters","lettershow","letterstimuli","MathCorr","operations","operations1","operations2","percrand","PracticeLetterList","practicelist","practicelist.Cycle","practicelist.Sample","practicerecall","practicerecall.Cycle","practicerecall.Sample","Procedure.SubTrial.","randomnumber","randomnumber1","randomnumber2","recalList","recalList.Cycle","recalList.Sample","recalList1","recalList1.Cycle","recalList1.Sample","recalList2","recalList2.Cycle","recalList2.Sample","ResponseRecord","Running.SubTrial.","secondOperation","secondOperation1","secondOperation2","showcorrect","SpanScore.SubTrial.","SpanTotal.SubTrial.","SpanTotalBlock1","SpanTotalBlock2","SpanTotalBlock3","stims","stims1","stims2","Tones","TrialList","TrialList.Cycle","TrialList.Sample","TrialList1","TrialList1.Cycle","TrialList1.Sample","TrialList2","TrialList2.Cycle","TrialList2.Sample","Subject.1","Response.Type","Strategy.RESP"
"9001","Tone Span Fall2017_itemScoring",723,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-27T18:40:22Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117871</Frequency><Timestamp dt:dt=""r8"">2679804579</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-27T18:40:22Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-723-1",59.933,"1.0.0.175",1,-1614535925,"Professional","2.0.10.356","2.0.10.356","11/27/17","11/27/17 18:40","12:40:22","2.0.10.252",4,4,75,NA,6,5025.72,5,1,4,47,61,16,20,25,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12218,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,10,NA,NA,"HMLLMH",1,NA,NA,"H",FALSE,33,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",15,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"723","RESPONSE","I repeated the order of the pitches while solving the math problems. I was solving the math problems in the back of my mind, not putting as much effort into that as much as I was memorizing the pitches. "
"9091","Tone Span Fall2017_itemScoring",900,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-03T14:35:54Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">273119739603</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-03T14:35:54Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-900-1",59.932,"1.0.0.175",1,-1757551132,"Professional","2.0.10.356","2.0.10.356","11/3/17","11/3/17 14:35","9:35:54","2.0.10.252",4,4,75,NA,5,4150.12,5,1,4,53,64,24,17,23,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10629,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,FALSE,9,NA,NA,"MHLHML",1,NA,NA,"M",FALSE,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"900","RESPONSE","assigned each note a finger and would press it like a piano or keyboard when it was made, and then remember the order.  Also, I would repeat the orders aloud . "
"9181","Tone Span Fall2017_itemScoring",901,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-06T15:41:31Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">1093375681951</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-06T15:41:31Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-901-1",59.932,"1.0.0.175",1,-1840369583,"Professional","2.0.10.356","2.0.10.356","11/6/17","11/6/17 15:41","9:41:31","2.0.10.252",4,5,73,NA,6,1920.561644,5,1,4,21,40,15,20,5,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3652,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"LHMLM",1,NA,NA,"L",FALSE,11,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"901","RESPONSE","After I heard the sound I would say QUOTElow high  or medium in my head. But eventually I would forget after about 4  "
"9271","Tone Span Fall2017_itemScoring",902,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-06T18:35:21Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">1125891481553</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-06T18:35:21Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-902-1",59.932,"1.0.0.175",1,610639194,"Professional","2.0.10.356","2.0.10.356","11/6/17","11/6/17 18:35","12:35:21","2.0.10.252",4,4,72,NA,6,1569.375,5,1,4,7,38,9,18,11,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3137,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,10,NA,NA,"LMHMH",1,NA,NA,"L",FALSE,32,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",16,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"902","RESPONSE","I recited in my head either L,M,or H to remember the order of the tones because it is easier than saying low, medium, or high.  "
"9361","Tone Span Fall2017_itemScoring",903,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-07T19:37:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">1406900758219</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-07T19:37:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-903-1",59.932,"1.0.0.175",1,-1847911825,"Professional","2.0.10.356","2.0.10.356","11/7/17","11/7/17 19:37","13:37:39","2.0.10.252",4,2,78,NA,3,3255.961538,5,1,4,57,69,23,24,22,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7381,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,TRUE,1,NA,NA,"LHMLM",1,NA,NA,"L",TRUE,33,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",4,NA,NA,1,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"903","RESPONSE","after each tone i kept repeating which tone was played "
"9451","Tone Span Fall2017_itemScoring",904,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-07T19:36:27Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">1561325678</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-07T19:36:27Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-904-1",59.932,"1.0.0.175",1,1561955099,"Professional","2.0.10.356","2.0.10.356","11/7/17","11/7/17 19:36","13:36:27","2.0.10.252",4,7,70,NA,9,3575.557143,5,1,4,6,31,8,11,12,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLMH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7602,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,4,NA,NA,"HMLLMH",1,NA,NA,"H",TRUE,18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",13,NA,NA,1,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"904","NO RESPONSE",""
"9541","Tone Span Fall2017_itemScoring",905,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-08T22:40:11Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117861</Frequency><Timestamp dt:dt=""r8"">265601257236</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-08T22:40:11Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-905-1",59.933,"1.0.0.175",1,-686123424,"Professional","2.0.10.356","2.0.10.356","11/8/17","","16:40:11","2.0.10.252",4,6,73,NA,7,2430.424658,5,1,4,24,46,15,18,13,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5426,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,7,NA,NA,"LMHM",1,NA,NA,"L",FALSE,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"905","RESPONSE","I Repeated (ex.loex.low medium high in my head as i was doing the problems "
"9631","Tone Span Fall2017_itemScoring",906,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-08T22:39:40Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117812</Frequency><Timestamp dt:dt=""r8"">265583399031</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-08T22:39:40Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-906-1",59.932,"1.0.0.175",1,-703969119,"Professional","2.0.10.356","2.0.10.356","11/8/17","","16:39:40","2.0.10.252",4,7,72,NA,7,6674.361111,5,1,4,15,42,14,12,16,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31629,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,TRUE,5,NA,NA,"MLHH",1,NA,NA,"M",TRUE,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",9,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"906","RESPONSE","using fingers to keep track "
"9721","Tone Span Fall2017_itemScoring",907,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-09T22:45:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117832</Frequency><Timestamp dt:dt=""r8"">2917755168</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-09T22:45:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-907-1",59.932,"1.0.0.175",1,-1376620096,"Professional","2.0.10.356","2.0.10.356","11/9/17","","16:45:38","2.0.10.252",4,2,77,NA,4,2146.948052,5,1,4,61,71,24,22,25,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MHLMLHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4067,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,FALSE,9,NA,NA,"MHLMLHM",2,NA,NA,"M",FALSE,40,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,2,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"907","RESPONSE","I assigned numbers to the pitches: high = 3 medium = 2 and low = 1. I constantly recited the pattern of numbers over and over in my head after each sound was presented. "
"9811","Tone Span Fall2017_itemScoring",908,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-10T17:41:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">3814771231</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-10T17:41:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-908-1",59.932,"1.0.0.175",1,-479571894,"Professional","2.0.10.356","2.0.10.356","11/10/17","11/10/17 17:41","11:41:45","2.0.10.252",4,5,75,NA,5,3204.2,5,1,4,47,57,17,16,24,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"MLHHLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7641,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,5,NA,NA,6,NA,"?","?",1,TRUE,2,NA,NA,"MLHHLM",2,NA,NA,"M",TRUE,43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"TrialProc",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",2,NA,NA,1,"?","?",NA,NA,NA,2,NA,NA,"Middle.wav",1,8,7,NA,NA,NA,NA,NA,NA,"908","RESPONSE","i played a song with the notes in my mind. 1 high 2 low 3 med. "
"9901","Tone Span Fall2017_itemScoring",909,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-10T17:43:45Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">215840787148</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-10T17:43:45Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-909-1",59.932,"1.0.0.175",1,1093048287,"Professional","2.0.10.356","2.0.10.356","11/10/17","11/10/17 17:43","11:43:45","2.0.10.252",4,7,72,NA,9,3692.458333,5,1,4,37,60,15,22,23,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LHMLMHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6455,2,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,6,NA,NA,7,NA,"?","?",1,FALSE,7,NA,NA,"LHMLMHH",1,NA,NA,"L",FALSE,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",9,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"909","RESPONSE","repeating after bconverting tones to letters "
"9991","Tone Span Fall2017_itemScoring",910,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-13T18:39:29Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">822594409733</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-13T18:39:29Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-910-1",59.932,"1.0.0.175",1,-2038723905,"Professional","2.0.10.356","2.0.10.356","11/13/17","11/13/17 18:39","12:39:29","2.0.10.252",4,3,76,NA,3,1456.842105,5,1,4,11,45,16,17,12,NA,NA,"SessionProc","OSPAN",0,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4486,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,8,NA,NA,"LMHML",1,NA,NA,"L",FALSE,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",14,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"910","RESPONSE","treid to repeatedly say the tunes i heard as I was doing my math problems.  "
"10081","Tone Span Fall2017_itemScoring",911,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-13T18:40:39Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">1034466215937</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-13T18:40:39Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-911-1",59.932,"1.0.0.175",1,-620289709,"Professional","2.0.10.356","2.0.10.356","11/13/17","11/13/17 18:40","12:40:40","2.0.10.252",4,5,74,NA,6,3440.905405,5,1,4,20,39,8,17,14,NA,NA,"SessionProc","OSPAN",1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7813,1,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,8,NA,NA,"HMLH",1,NA,NA,"H",FALSE,31,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",2,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"911","RESPONSE","as each tone appeared I would try to remember their order by ranking them from low,medium,highin the order they appeared "
"10171","Tone Span Fall2017_itemScoring",912,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-14T19:38:57Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117851</Frequency><Timestamp dt:dt=""r8"">45479976867</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-14T19:38:57Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-912-1",59.932,"1.0.0.175",1,-1764060414,"Professional","2.0.10.356","2.0.10.356","11/14/17","11/14/17 19:38","13:38:57","2.0.10.252",4,1,77,NA,3,2221.285714,5,1,4,7,20,9,5,6,NA,NA,"SessionProc","OSPAN",2,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"LMHH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4912,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,3,NA,NA,4,NA,"?","?",1,FALSE,8,NA,NA,"LMHH",1,NA,NA,"L",FALSE,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",7,NA,NA,2,"?","?",NA,NA,NA,1,NA,NA,"Low.wav",1,8,7,NA,NA,NA,NA,NA,NA,"912","NO RESPONSE",""
"10261","Tone Span Fall2017_itemScoring",913,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-11-15T22:35:07Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3117822</Frequency><Timestamp dt:dt=""r8"">1576337702</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-11-15T22:35:07Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n","Tone Span Fall2017_itemScoring-913-1",59.932,"1.0.0.175",1,1576959389,"Professional","2.0.10.356","2.0.10.356","11/15/17","","16:35:08","2.0.10.252",4,3,73,NA,7,1869.630137,5,1,4,0,22,5,8,9,NA,NA,"SessionProc","OSPAN",4,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"HMLLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3250,0,"No",NA,NA,NA,NA,NA,NA,"BlockProc",NA,NA,"BlockList1",NA,NA,4,NA,NA,5,NA,"?","?",1,FALSE,7,NA,NA,"HMLLM",1,NA,NA,"H",FALSE,19,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,"TrialProc",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TrialList",11,NA,NA,2,"?","?",NA,NA,NA,3,NA,NA,"High.wav",1,8,7,NA,NA,NA,NA,NA,NA,"913","RESPONSE","I really didnt have any strategies. "
